5_O-H_carboxylic_acid_max,5_O-H_carboxylic_acid_mean,5_O-H_carboxylic_acid_std,5_O-H_carboxylic_acid_area,7_C-H_aromatic_max,7_C-H_aromatic_mean,7_C-H_aromatic_std,7_C-H_aromatic_area,8_C-H_alkene_max,8_C-H_alkene_mean,8_C-H_alkene_std,8_C-H_alkene_area,9_C-H_alkane_max,9_C-H_alkane_mean,9_C-H_alkane_std,9_C-H_alkane_area,10_C-H_aldehyde_max,10_C-H_aldehyde_mean,10_C-H_aldehyde_std,10_C-H_aldehyde_area,11_C≡N_nitrile_max,11_C≡N_nitrile_mean,11_C≡N_nitrile_std,11_C≡N_nitrile_area,12_C≡C_alkyne_max,12_C≡C_alkyne_mean,12_C≡C_alkyne_std,12_C≡C_alkyne_area,13_N=C=O_isocyanate_max,13_N=C=O_isocyanate_mean,13_N=C=O_isocyanate_std,13_N=C=O_isocyanate_area,14_C=O_acid_chloride_max,14_C=O_acid_chloride_mean,14_C=O_acid_chloride_std,14_C=O_acid_chloride_area,15_C=O_anhydride_max,15_C=O_anhydride_mean,15_C=O_anhydride_std,15_C=O_anhydride_area,16_C=O_ester_max,16_C=O_ester_mean,16_C=O_ester_std,16_C=O_ester_area,17_C=O_aldehyde_max,17_C=O_aldehyde_mean,17_C=O_aldehyde_std,17_C=O_aldehyde_area,18_C=O_ketone_max,18_C=O_ketone_mean,18_C=O_ketone_std,18_C=O_ketone_area,19_C=O_carboxylic_acid_max,19_C=O_carboxylic_acid_mean,19_C=O_carboxylic_acid_std,19_C=O_carboxylic_acid_area,20_C=O_amide_max,20_C=O_amide_mean,20_C=O_amide_std,20_C=O_amide_area,21_C=C_aromatic_max,21_C=C_aromatic_mean,21_C=C_aromatic_std,21_C=C_aromatic_area,22_C=C_alkene_max,22_C=C_alkene_mean,22_C=C_alkene_std,22_C=C_alkene_area,23_C=N_imine_max,23_C=N_imine_mean,23_C=N_imine_std,23_C=N_imine_area,24_N-H_amide_bend_max,24_N-H_amide_bend_mean,24_N-H_amide_bend_std,24_N-H_amide_bend_area,25_NH2_primary_amine_bend_max,25_NH2_primary_amine_bend_mean,25_NH2_primary_amine_bend_std,25_NH2_primary_amine_bend_area,26_C-O_ester_max,26_C-O_ester_mean,26_C-O_ester_std,26_C-O_ester_area,27_C-O_alcohol_max,27_C-O_alcohol_mean,27_C-O_alcohol_std,27_C-O_alcohol_area,28_C-O_ether_max,28_C-O_ether_mean,28_C-O_ether_std,28_C-O_ether_area,29_C-N_amine_max,29_C-N_amine_mean,29_C-N_amine_std,29_C-N_amine_area,30_S=O_sulfone_max,30_S=O_sulfone_mean,30_S=O_sulfone_std,30_S=O_sulfone_area,31_C-X_halide_max,31_C-X_halide_mean,31_C-X_halide_std,31_C-X_halide_area
1.0,0.09663674518792885,0.18673626818778047,25.575009292788458,0.033339574684684764,0.0194990443798969,0.00829334834337447,0.7215924449908612,0.033339574684684764,0.019877229190459263,0.008416166303464737,0.6541417228123715,1.0,0.3710468239464228,0.28376395100669455,16.695318194946925,0.07975177755308889,0.02029343133261751,0.02014134358626045,0.7187695497093561,0.056625149984401296,0.04392732260403922,0.008304305579345054,0.7025162579329465,0.060202827442339873,0.04790328205747259,0.007147274887749566,2.5882535518465724,0.05344985361260275,0.0407355998118697,0.008235654099394968,0.5283931464348204,0.04709595561004583,0.03535756909707323,0.008590068756826937,0.502977402559786,0.04709595561004583,0.03397231317203755,0.008476928312190901,1.2235000647739032,0.026086273732692313,0.021826456059122704,0.0025547844999618693,0.08504947234289187,0.03687131833332241,0.02647571433879635,0.006547138752872967,0.1293789557797414,0.04860049688296786,0.0405939906129558,0.005616856024594417,0.24847193356959196,0.04860049688296786,0.038335826618520204,0.006682926542864561,0.3149249287293953,0.042464886888224945,0.03510623825329953,0.004931156125573229,0.6757578531591564,0.02598730235397744,0.01809215327515735,0.006074903118495871,0.08917397583005483,0.042464886888224945,0.03392757398355941,0.005761053736913987,0.6438704798769042,0.042464886888224945,0.03639082548978288,0.003874385295070286,0.5493204974489663,0.042464886888224945,0.028354040577054568,0.008321631825249916,0.8734653594777899,0.042464886888224945,0.026668909361358746,0.008875682757104118,0.5741768721806519,0.1468987170253938,0.03648737341212304,0.032280957327749604,1.59252222139502,0.11342184277021282,0.059385341462391654,0.029493718239866604,1.7956232005583135,0.09794110575603353,0.05097470621107787,0.02496221460862064,1.2180741784065001,0.11342184277021282,0.04255732369607875,0.02542116761804294,2.9961718859924837,0.12650438315753237,0.03758052016820533,0.03071468371606351,0.5304759047018232,0.06326936629817737,0.029293213961521437,0.010897429053024089,2.4919238888609345
