wwavenumber,intensity
301.04,0.003432189516367465
306.8457715430862,0.027750528417288416
312.65154308617235,0.034673303758623326
318.4573146292585,0.03148915093954714
324.2630861723447,0.026514189586667528
330.0688577154309,0.027142904405024572
335.8746292585171,0.029649848461311443
341.68040080160324,0.0314934665148582
347.4861723446894,0.03493574777423478
353.2919438877756,0.03170401402067348
359.09771543086174,0.03127651130126463
364.9034869739479,0.03427658261364778
370.7092585170341,0.035797069993189094
376.51503006012024,0.036613808731114625
382.3208016032064,0.035017030270638724
388.1265731462926,0.027935789539665863
393.9323446893788,0.028294310643849886
399.73811623246496,0.03625535763402215
405.5438877755511,0.034703676580833606
411.3496593186373,0.035222013959251036
417.15543086172346,0.03207280292573769
422.9612024048096,0.03788257663149014
428.76697394789585,0.05033009936449626
434.572745490982,0.0659591701366048
440.3785170340682,0.06775069356743789
446.18428857715435,0.0672197023848385
451.9900601202405,0.05651163003598056
457.7958316633267,0.05062021442949907
463.60160320641285,0.04775187517398411
469.407374749499,0.0407721389619419
475.2131462925852,0.03298948277916358
481.01891783567135,0.03069041606370527
486.8246893787575,0.025460546362309266
492.6304609218437,0.027525608326718146
498.43623246492984,0.024720441334778846
504.24200400801607,0.02325451553136257
510.04777555110223,0.02433351464022116
515.8535470941883,0.02183609729702496
521.6593186372745,0.01912606207728577
527.4650901803608,0.022166924608541465
533.270861723447,0.021688539311352818
539.0766332665331,0.023868398551559283
544.8824048096193,0.028794101142948624
550.6881763527055,0.03087246358847705
556.4939478957916,0.030228666823292803
562.2997194388778,0.03450021742163672
568.105490981964,0.032687125333826283
573.9112625250501,0.02640826994730897
579.7170340681363,0.032316653427871565
585.5228056112225,0.03680501747571386
591.3285771543086,0.03888998419178494
597.1343486973949,0.04968143357198349
602.9401202404811,0.05926608164383907
608.7458917835672,0.060281261191405075
614.5516633266534,0.0619391005141334
620.3574348697396,0.05424548878997358
626.1632064128257,0.03791265118960538
631.9689779559119,0.023256980133396537
637.7747494989981,0.0211550883343637
643.5805210420842,0.018330757672163984
649.3862925851704,0.023289307823800974
655.1920641282566,0.023078178098868016
660.9978356713427,0.014783623344450516
666.8036072144289,0.01290148850411826
672.6093787575151,0.022987458537829773
678.4151503006012,0.03233087169203195
684.2209218436874,0.034640744826121735
690.0266933867736,0.03090709003686684
695.8324649298597,0.02610320964102236
701.6382364729459,0.023684243623182798
707.4440080160321,0.024309233208960546
713.2497795591182,0.0274060821064121
719.0555511022044,0.02541794564429715
724.8613226452906,0.022723098760131094
730.6670941883767,0.02161683483508823
736.4728657314629,0.020908753007291943
742.278637274549,0.019640771186691504
748.0844088176352,0.023124002539317276
753.8901803607215,0.020311237407901757
759.6959519038077,0.023095425569042285
765.5017234468938,0.029072686106548822
771.30749498998,0.029209346104725625
777.1132665330662,0.03285211787533332
782.9190380761523,0.03062254577957666
788.7248096192385,0.028799380152104353
794.5305811623247,0.031463877656176184
800.3363527054108,0.03319947745079957
806.1421242484971,0.02809592226699983
811.9478957915833,0.02292127042803959
817.7536673346694,0.021894518315671154
823.5594388777556,0.01622552435416476
829.3652104208418,0.021794938326910398
835.1709819639279,0.02472755699567327
840.9767535070141,0.022273253070247055
846.7825250501003,0.0284659872418544
852.5882965931864,0.029892479123759228
858.3940681362726,0.03388117410875817
864.1998396793588,0.02904764807281021
870.0056112224449,0.018741866602901537
875.8113827655311,0.010779268486856437
881.6171543086173,0.01769358715870192
887.4229258517034,0.025775669316439383
893.2286973947896,0.03156684546225345
899.0344689378758,0.034323485562880236
904.8402404809619,0.03147055511442235
910.6460120240481,0.02993746368700705
916.4517835671343,0.025602124362272993
922.2575551102204,0.01755974758869366
928.0633266533066,0.02109863495503891
933.8690981963928,0.021313992008355542
939.6748697394789,0.02666640892218151
945.4806412825651,0.025743330618180984
951.2864128256513,0.03055657966214233
957.0921843687374,0.025822428769575023
962.8979559118236,0.027931022128210733
968.7037274549098,0.02349264562637757
974.5094989979959,0.017975478825343106
980.3152705410821,0.017960154808516423
